name,album,release_date,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
Forever & Always (Piano Version) (Taylor’s Version),Fearless (Taylor's Version),4/9/2021,0.819,0.546,0.273,0,0.137,-9.208,0.0308,118.753,0.271,67,267833
Come In With The Rain (Taylor’s Version),Fearless (Taylor's Version),4/9/2021,0.0406,0.476,0.564,0,0.102,-5.677,0.0269,143.929,0.167,65,237338
Superstar (Taylor’s Version),Fearless (Taylor's Version),4/9/2021,0.157,0.454,0.555,0,0.343,-6.69,0.0283,171.862,0.171,64,263865
The Other Side Of The Door (Taylor’s Version),Fearless (Taylor's Version),4/9/2021,0.0279,0.432,0.873,0,0.167,-4.367,0.0577,163.936,0.629,69,238443
Today Was A Fairytale (Taylor’s Version),Fearless (Taylor's Version),4/9/2021,0.0135,0.482,0.779,0,0.296,-5.025,0.0409,158.162,0.328,67,241822
You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),4/9/2021,0.816,0.599,0.494,0,0.101,-7.61,0.0372,142.893,0.44,66,220839
Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),4/9/2021,0.162,0.66,0.817,0,0.0667,-6.269,0.0521,135.942,0.714,77,277591
We Were Happy (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),4/9/2021,0.849,0.609,0.373,0,0.0779,-8.819,0.0263,106.007,0.13,68,244236
That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),4/9/2021,0.225,0.588,0.608,0,0.092,-7.062,0.0365,90.201,0.508,69,189495
Don’t You (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),4/9/2021,0.514,0.563,0.473,1.20E-05,0.109,-11.548,0.0503,101.934,0.405,70,208608
Bye Bye Baby (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),4/9/2021,0.334,0.624,0.624,0,0.0995,-7.86,0.0539,80.132,0.527,68,242157
willow,evermore (deluxe version),1/7/2021,0.833,0.392,0.574,0.00179,0.145,-9.195,0.17,81.112,0.529,75,214706
champagne problems,evermore (deluxe version),1/7/2021,0.92,0.462,0.24,0,0.113,-12.077,0.0377,171.319,0.32,75,244000
gold rush,evermore (deluxe version),1/7/2021,0.83,0.512,0.462,0.166,0.121,-10.491,0.0408,112.05,0.353,73,185320
‘tis the damn season,evermore (deluxe version),1/7/2021,0.735,0.575,0.434,6.59E-05,0.105,-8.193,0.0312,145.916,0.348,74,229840
tolerate it,evermore (deluxe version),1/7/2021,0.878,0.316,0.361,2.67E-05,0.0797,-10.381,0.0488,74.952,0.221,74,245440
"no body, no crime (feat. HAIM)",evermore (deluxe version),1/7/2021,0.418,0.546,0.613,0,0.103,-7.589,0.0264,79.015,0.535,72,215626
happiness,evermore (deluxe version),1/7/2021,0.87,0.559,0.334,0,0.114,-10.733,0.0376,122.079,0.211,71,315146
dorothea,evermore (deluxe version),1/7/2021,0.696,0.605,0.488,0,0.129,-8.322,0.0264,119.966,0.354,70,225880
coney island (feat. The National),evermore (deluxe version),1/7/2021,0.819,0.537,0.537,0.000904,0.142,-11.266,0.0617,107.895,0.292,71,275320
ivy,evermore (deluxe version),1/7/2021,0.855,0.515,0.545,1.97E-05,0.0921,-9.277,0.0353,88.856,0.535,71,260440
cowboy like me,evermore (deluxe version),1/7/2021,0.768,0.604,0.517,0.000155,0.123,-9.014,0.0347,127.967,0.511,71,275040
long story short,evermore (deluxe version),1/7/2021,0.66,0.546,0.73,0.179,0.0972,-7.704,0.0417,157.895,0.573,70,215920
marjorie,evermore (deluxe version),1/7/2021,0.876,0.535,0.561,0.000136,0.115,-11.609,0.0484,96.103,0.287,71,257773
closure,evermore (deluxe version),1/7/2021,0.835,0.689,0.704,4.83E-06,0.134,-10.813,0.245,151.884,0.92,68,180653
evermore (feat. Bon Iver),evermore (deluxe version),1/7/2021,0.937,0.39,0.27,0.00227,0.111,-10.673,0.0308,125.177,0.32,72,304106
right where you left me - bonus track,evermore (deluxe version),1/7/2021,0.769,0.581,0.619,0.000106,0.117,-6.524,0.0282,137.915,0.645,82,245026
it’s time to go - bonus track,evermore (deluxe version),1/7/2021,0.801,0.592,0.41,1.39E-05,0.09,-12.426,0.0397,151.923,0.416,73,254640
willow,evermore,12/11/2020,0.833,0.392,0.574,0.00179,0.145,-9.195,0.17,81.112,0.529,83,214706
champagne problems,evermore,12/11/2020,0.92,0.462,0.24,0,0.113,-12.077,0.0377,171.319,0.32,83,244000
gold rush,evermore,12/11/2020,0.83,0.512,0.462,0.166,0.121,-10.491,0.0408,112.05,0.353,75,185320
‘tis the damn season,evermore,12/11/2020,0.735,0.575,0.434,6.59E-05,0.105,-8.193,0.0312,145.916,0.348,76,229840
tolerate it,evermore,12/11/2020,0.878,0.316,0.361,2.67E-05,0.0797,-10.381,0.0488,74.952,0.221,80,245440
"no body, no crime (feat. HAIM)",evermore,12/11/2020,0.418,0.546,0.613,0,0.103,-7.589,0.0264,79.015,0.535,72,215626
happiness,evermore,12/11/2020,0.87,0.559,0.334,0,0.114,-10.733,0.0376,122.079,0.211,71,315146
dorothea,evermore,12/11/2020,0.696,0.605,0.488,0,0.129,-8.322,0.0264,119.966,0.354,69,225880
coney island (feat. The National),evermore,12/11/2020,0.819,0.537,0.537,0.000904,0.142,-11.266,0.0617,107.895,0.292,68,275320
ivy,evermore,12/11/2020,0.855,0.515,0.545,1.97E-05,0.0921,-9.277,0.0353,88.856,0.535,74,260440
cowboy like me,evermore,12/11/2020,0.768,0.604,0.517,0.000155,0.123,-9.014,0.0347,127.967,0.511,72,275040
long story short,evermore,12/11/2020,0.66,0.546,0.73,0.179,0.0972,-7.704,0.0417,157.895,0.573,68,215920
marjorie,evermore,12/11/2020,0.876,0.535,0.561,0.000136,0.115,-11.609,0.0484,96.103,0.287,75,257773
closure,evermore,12/11/2020,0.835,0.689,0.704,4.83E-06,0.134,-10.813,0.245,151.884,0.92,66,180653
evermore (feat. Bon Iver),evermore,12/11/2020,0.937,0.39,0.27,0.00227,0.111,-10.673,0.0308,125.177,0.32,70,304106
the 1,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.75,0.78,0.361,7.14E-06,0.108,-6.942,0.048,139.902,0.163,55,210240
cardigan,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.525,0.612,0.58,0.000414,0.26,-8.572,0.0419,130.045,0.534,56,239560
the last great american dynasty,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.481,0.688,0.653,0.00414,0.106,-8.558,0.0403,147.991,0.701,54,231000
exile (feat. Bon Iver),folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.761,0.31,0.374,2.46E-05,0.11,-8.464,0.0275,75.938,0.16,55,285640
my tears ricochet,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.814,0.456,0.265,0,0.0679,-10.663,0.0328,129.947,0.112,54,255893
mirrorball,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.686,0.549,0.417,1.90E-06,0.0604,-10.064,0.035,110.137,0.347,53,208973
seven,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.888,0.602,0.494,2.59E-05,0.0902,-10.813,0.0277,94.955,0.374,52,208906
august,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.553,0.387,0.634,6.93E-05,0.0931,-9.222,0.0363,89.567,0.42,55,261920
this is me trying,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.312,0.511,0.478,2.30E-05,0.147,-9.837,0.0322,135.882,0.408,53,195106
illicit affairs,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.862,0.529,0.304,0,0.108,-10.567,0.0356,119.58,0.44,53,190893
invisible string,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.859,0.651,0.459,6.63E-05,0.105,-11.128,0.0507,83.455,0.454,53,252880
mad woman,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.67,0.593,0.7,6.77E-06,0.116,-9.016,0.0492,141.898,0.451,51,237266
epiphany,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.727,0.317,0.254,0.000326,0.0867,-13.679,0.0286,93.933,0.103,50,289746
betty,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.589,0.595,0.376,0,0.0989,-8.767,0.0256,95.946,0.476,51,294520
peace,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.916,0.644,0.284,1.50E-05,0.0909,-12.879,0.0821,150.072,0.328,50,234000
hoax,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.964,0.676,0.178,7.90E-06,0.135,-15.01,0.0394,118.84,0.404,49,220040
the lakes - bonus track,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.842,0.313,0.258,1.30E-06,0.0948,-11.532,0.0383,179.947,0.268,51,211813
the 1 - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.898,0.708,0.25,0.026,0.102,-10.731,0.0361,139.803,0.156,60,219893
cardigan - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.88,0.395,0.234,0,0.107,-9.704,0.0382,86.478,0.247,62,230680
the last great american dynasty - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.743,0.64,0.618,0.004,0.0574,-11.715,0.0379,147.948,0.614,58,232346
exile (feat. Bon Iver) - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.848,0.359,0.305,6.74E-05,0.111,-10.295,0.0306,151.956,0.108,59,279893
my tears ricochet - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.946,0.531,0.172,1.01E-05,0.0615,-12.34,0.0351,129.007,0.168,62,295173
mirrorball - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.78,0.509,0.386,3.45E-05,0.118,-8.434,0.0272,109.993,0.109,59,237373
seven - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.914,0.694,0.449,0.000126,0.1,-11.49,0.0301,94.963,0.363,58,208986
august - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.5,0.554,0.663,4.77E-05,0.791,-8.961,0.0324,89.977,0.545,60,260000
this is me trying - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.928,0.435,0.332,0.000898,0.0867,-11.611,0.031,68.097,0.157,61,209293
illicit affairs - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.883,0.489,0.235,0,0.113,-10.274,0.0356,117.699,0.435,59,183720
invisible string - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.942,0.59,0.282,4.85E-06,0.11,-10.542,0.0281,83.438,0.351,58,257359
mad woman - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.887,0.663,0.465,0.000168,0.109,-10.463,0.0408,141.834,0.346,56,238333
epiphany - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.916,0.524,0.2,0.000392,0.068,-13.004,0.0274,93.87,0.113,56,274880
betty - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.841,0.538,0.316,0,0.119,-9.5,0.0299,95.68,0.518,58,290040
peace - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.93,0.619,0.344,7.61E-05,0.0734,-11.472,0.0647,149.897,0.513,56,214373
hoax - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.962,0.682,0.155,0,0.18,-13.083,0.0394,118.832,0.483,57,221800
the lakes - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,0.794,0.606,0.221,0,0.0888,-11.767,0.0468,89.844,0.112,59,199733
the 1,folklore (deluxe version),8/18/2020,0.75,0.78,0.361,7.14E-06,0.108,-6.942,0.048,139.902,0.163,74,210240
cardigan,folklore (deluxe version),8/18/2020,0.525,0.612,0.58,0.000414,0.26,-8.572,0.0419,130.045,0.534,75,239560
the last great american dynasty,folklore (deluxe version),8/18/2020,0.481,0.688,0.653,0.00414,0.106,-8.558,0.0403,147.991,0.701,73,231000
exile (feat. Bon Iver),folklore (deluxe version),8/18/2020,0.761,0.31,0.374,2.46E-05,0.11,-8.464,0.0275,75.938,0.16,74,285640
my tears ricochet,folklore (deluxe version),8/18/2020,0.814,0.456,0.265,0,0.0679,-10.663,0.0328,129.947,0.112,74,255893
mirrorball,folklore (deluxe version),8/18/2020,0.686,0.549,0.417,1.90E-06,0.0604,-10.064,0.035,110.137,0.347,73,208973
seven,folklore (deluxe version),8/18/2020,0.888,0.602,0.494,2.59E-05,0.0902,-10.813,0.0277,94.955,0.374,72,208906
august,folklore (deluxe version),8/18/2020,0.553,0.387,0.634,6.93E-05,0.0931,-9.222,0.0363,89.567,0.42,74,261920
this is me trying,folklore (deluxe version),8/18/2020,0.312,0.511,0.478,2.30E-05,0.147,-9.837,0.0322,135.882,0.408,73,195106
illicit affairs,folklore (deluxe version),8/18/2020,0.862,0.529,0.304,0,0.108,-10.567,0.0356,119.58,0.44,73,190893
invisible string,folklore (deluxe version),8/18/2020,0.859,0.651,0.459,6.63E-05,0.105,-11.128,0.0507,83.455,0.454,72,252880
mad woman,folklore (deluxe version),8/18/2020,0.67,0.593,0.7,6.77E-06,0.116,-9.016,0.0492,141.898,0.451,70,237266
epiphany,folklore (deluxe version),8/18/2020,0.727,0.317,0.254,0.000326,0.0867,-13.679,0.0286,93.933,0.103,69,289746
betty,folklore (deluxe version),8/18/2020,0.589,0.595,0.376,0,0.0989,-8.767,0.0256,95.946,0.476,71,294520
peace,folklore (deluxe version),8/18/2020,0.916,0.644,0.284,1.50E-05,0.0909,-12.879,0.0821,150.072,0.328,70,234000
hoax,folklore (deluxe version),8/18/2020,0.964,0.676,0.178,7.90E-06,0.135,-15.01,0.0394,118.84,0.404,69,220040
the lakes - bonus track,folklore (deluxe version),8/18/2020,0.842,0.313,0.258,1.30E-06,0.0948,-11.532,0.0383,179.947,0.268,73,211813
the 1,folklore,7/24/2020,0.757,0.777,0.357,7.28E-06,0.108,-6.942,0.0522,139.883,0.172,81,210251
cardigan,folklore,7/24/2020,0.537,0.613,0.581,0.000345,0.25,-8.588,0.0424,130.033,0.551,90,239560
the last great american dynasty,folklore,7/24/2020,0.467,0.686,0.662,0.0023,0.109,-8.505,0.0413,147.922,0.706,78,230999
exile (feat. Bon Iver),folklore,7/24/2020,0.778,0.298,0.38,5.62E-05,0.11,-8.426,0.0287,75.602,0.152,83,285634
my tears ricochet,folklore,7/24/2020,0.806,0.456,0.263,0,0.0749,-10.63,0.0332,129.86,0.111,82,255893
mirrorball,folklore,7/24/2020,0.687,0.553,0.413,2.33E-06,0.0594,-10.037,0.0334,110.107,0.379,81,208977
seven,folklore,7/24/2020,0.9,0.596,0.488,2.70E-05,0.091,-10.769,0.0274,94.926,0.415,77,208906
august,folklore,7/24/2020,0.538,0.532,0.623,7.28E-05,0.0925,-9.208,0.0331,89.937,0.403,91,261922
this is me trying,folklore,7/24/2020,0.314,0.515,0.476,4.74E-05,0.171,-9.843,0.0328,135.886,0.412,80,195097
illicit affairs,folklore,7/24/2020,0.881,0.559,0.31,0,0.106,-10.445,0.0338,119.845,0.46,81,190898
invisible string,folklore,7/24/2020,0.838,0.653,0.452,7.73E-05,0.108,-11.143,0.055,83.433,0.45,79,252880
mad woman,folklore,7/24/2020,0.655,0.592,0.699,1.68E-05,0.114,-8.995,0.0471,141.916,0.506,72,237258
epiphany,folklore,7/24/2020,0.731,0.354,0.267,0.000402,0.0858,-13.69,0.0281,94.219,0.113,70,289749
betty,folklore,7/24/2020,0.6,0.593,0.377,0,0.0976,-8.761,0.0253,95.939,0.502,78,294521
peace,folklore,7/24/2020,0.918,0.647,0.272,1.73E-05,0.0918,-12.906,0.0916,150.044,0.339,72,234000
hoax,folklore,7/24/2020,0.966,0.662,0.181,3.86E-06,0.133,-15.065,0.0415,118.819,0.429,71,220042
I Forgot That You Existed,Lover,8/23/2019,0.298,0.664,0.316,2.03E-06,0.0812,-10.345,0.519,92.875,0.541,77,170640
Cruel Summer,Lover,8/23/2019,0.117,0.552,0.702,2.06E-05,0.105,-5.707,0.157,169.994,0.564,99,178426
Lover,Lover,8/23/2019,0.492,0.359,0.543,1.58E-05,0.118,-7.582,0.0919,68.534,0.453,92,221306
The Man,Lover,8/23/2019,0.0767,0.777,0.658,0,0.0901,-5.191,0.054,110.048,0.633,86,190360
The Archer,Lover,8/23/2019,0.12,0.292,0.574,0.00569,0.0663,-9.375,0.0401,124.344,0.166,82,211240
I Think He Knows,Lover,8/23/2019,0.00889,0.897,0.366,0.000353,0.0715,-8.029,0.0569,100.003,0.416,78,173386
Miss Americana & The Heartbreak Prince,Lover,8/23/2019,0.028,0.662,0.747,0.00615,0.138,-6.926,0.0736,150.088,0.487,84,234146
Paper Rings,Lover,8/23/2019,0.0129,0.811,0.719,1.36E-05,0.0742,-6.553,0.0497,103.979,0.865,85,222400
Cornelia Street,Lover,8/23/2019,0.781,0.824,0.624,0.000189,0.1,-9.728,0.0827,102.012,0.248,81,287266
Death By A Thousand Cuts,Lover,8/23/2019,0.454,0.712,0.732,0,0.319,-6.754,0.0629,94.071,0.313,79,198533
London Boy,Lover,8/23/2019,0.0246,0.695,0.71,0.000104,0.133,-6.639,0.05,157.925,0.557,80,190240
Soon You’ll Get Better (feat. The Chicks),Lover,8/23/2019,0.907,0.433,0.182,0,0.123,-12.566,0.0641,207.476,0.421,72,201586
False God,Lover,8/23/2019,0.736,0.739,0.32,0.000147,0.111,-10.862,0.239,79.97,0.351,78,200306
You Need To Calm Down,Lover,8/23/2019,0.00929,0.771,0.671,0,0.0637,-5.617,0.0553,85.026,0.714,84,171360
Afterglow,Lover,8/23/2019,0.13,0.756,0.449,0,0.114,-8.746,0.0344,111.011,0.399,82,223293
ME! (feat. Brendon Urie of Panic! At The Disco),Lover,8/23/2019,0.033,0.61,0.83,0,0.118,-4.105,0.0571,182.162,0.728,80,193000
It’s Nice To Have A Friend,Lover,8/23/2019,0.971,0.737,0.175,0.000337,0.171,-9.912,0.0401,70.008,0.545,72,150440
Daylight,Lover,8/23/2019,0.808,0.557,0.496,0.000173,0.0772,-9.602,0.0563,149.983,0.265,85,293453
...Ready For It?,reputation,11/10/2017,0.0527,0.613,0.764,0,0.197,-6.509,0.136,160.015,0.417,85,208186
End Game,reputation,11/10/2017,0.00845,0.649,0.589,0,0.108,-6.237,0.0558,159.073,0.151,82,244826
I Did Something Bad,reputation,11/10/2017,0.0679,0.696,0.602,2.11E-05,0.0696,-6.156,0.159,82.989,0.305,83,238253
Don’t Blame Me,reputation,11/10/2017,0.106,0.615,0.534,1.76E-05,0.0607,-6.719,0.0386,135.917,0.193,91,236413
Delicate,reputation,11/10/2017,0.216,0.75,0.404,0.000357,0.0911,-10.178,0.0682,95.045,0.0499,87,232253
Look What You Made Me Do,reputation,11/10/2017,0.204,0.766,0.709,1.41E-05,0.126,-6.471,0.123,128.07,0.506,87,211853
So It Goes...,reputation,11/10/2017,0.122,0.574,0.61,1.10E-06,0.13,-7.283,0.0732,74.957,0.374,77,227906
Gorgeous,reputation,11/10/2017,0.0713,0.8,0.535,9.48E-06,0.213,-6.684,0.135,92.027,0.451,83,209680
Getaway Car,reputation,11/10/2017,0.00465,0.562,0.689,2.23E-06,0.0888,-6.745,0.127,172.054,0.351,87,233626
King Of My Heart,reputation,11/10/2017,0.00882,0.675,0.703,2.21E-06,0.0391,-7.902,0.0382,110.01,0.314,80,214320
Dancing With Our Hands Tied,reputation,11/10/2017,0.0604,0.624,0.691,1.10E-05,0.138,-6.686,0.196,160.024,0.284,79,211506
Dress,reputation,11/10/2017,0.0329,0.719,0.469,0,0.169,-8.792,0.0533,120.085,0.0851,82,230373
This Is Why We Can't Have Nice Things,reputation,11/10/2017,0.0156,0.567,0.789,0,0.382,-5.986,0.115,163.96,0.438,78,207133
Call It What You Want,reputation,11/10/2017,0.186,0.598,0.504,0.000221,0.34,-9.874,0.0731,163.954,0.252,82,203506
New Year’s Day,reputation,11/10/2017,0.921,0.661,0.151,0,0.13,-12.864,0.0354,94.922,0.23,77,235466
All Too Well,reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.0448,0.602,0.605,0.000334,0.128,-7.803,0.0244,93.061,0.316,42,329160
Wildest Dreams,reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.0692,0.55,0.688,0.00144,0.106,-7.416,0.0897,139.997,0.465,45,220440
The Best Day,reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.639,0.669,0.448,4.06E-06,0.158,-8.566,0.0285,126.068,0.383,36,246306
Red,reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.0779,0.605,0.899,0.000125,0.0911,-4.273,0.0423,124.985,0.647,39,223093
Holy Ground,reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.0162,0.627,0.816,0.00208,0.0965,-6.698,0.0774,157.043,0.648,36,202960
Teardrops On My Guitar - Radio Single Remix,reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.313,0.626,0.427,0,0.138,-6.993,0.0234,99.959,0.263,38,204706
Our Song,reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.114,0.545,0.663,0,0.321,-5.05,0.0363,178.013,0.565,43,203440
22,reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.00254,0.66,0.733,0.00146,0.0473,-6.564,0.0379,104.009,0.68,41,232120
I Knew You Were Trouble.,reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.00476,0.536,0.464,2.67E-06,0.0357,-6.761,0.0412,77.318,0.665,42,219720
I Don’t Wanna Live Forever (Fifty Shades Darker),reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.0586,0.731,0.445,1.96E-05,0.14,-8.418,0.0533,117.97,0.106,84,247160
Mean,reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.451,0.576,0.754,0,0.223,-3.982,0.0428,163.886,0.79,39,238693
How You Get The Girl,reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.00364,0.765,0.656,0.00868,0.0918,-6.112,0.0504,119.997,0.545,38,247533
So It Goes...,reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.122,0.574,0.61,1.10E-06,0.13,-7.283,0.0732,74.957,0.374,58,227906
Fifteen,reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.0717,0.55,0.628,0,0.138,-4.437,0.0269,95.122,0.211,36,295320
Mine,reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.00302,0.621,0.779,3.22E-06,0.187,-2.943,0.0301,121.034,0.67,40,231866
Sparks Fly,reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.041,0.61,0.782,0,0.16,-2.98,0.0309,114.977,0.399,37,262920
State Of Grace,reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.000184,0.591,0.828,0.00113,0.0879,-5.895,0.0333,129.962,0.383,34,295720
Haunted,reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.0648,0.431,0.949,0,0.0612,-2.622,0.0605,162.012,0.37,36,245413
Never Grow Up,reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.824,0.714,0.309,0,0.136,-8.828,0.0302,124.894,0.545,35,292920
Treacherous,reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.101,0.704,0.621,4.30E-06,0.14,-8.086,0.0334,109.995,0.395,33,242760
Babe,reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.0221,0.577,0.784,0,0.125,-3.266,0.101,171.791,0.643,34,215106
Welcome To New York,reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.0348,0.789,0.634,1.64E-06,0.302,-4.762,0.0323,116.992,0.658,38,212600
Fearless,reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.0377,0.603,0.718,0,0.307,-4.401,0.0272,100.163,0.429,37,242973
Enchanted,reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.0717,0.535,0.626,0.00127,0.158,-3.895,0.0274,81.963,0.218,47,353253
Change,reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.00418,0.543,0.763,0,0.111,-4.206,0.0376,96.006,0.234,33,281053
Ours,reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.469,0.61,0.56,0,0.087,-7.392,0.0279,159.837,0.228,36,239346
Out Of The Woods,reputation Stadium Tour Surprise Song Playlist,11/9/2017,0.000743,0.553,0.841,1.19E-05,0.341,-6.937,0.0396,92.008,0.338,40,235800
